H0_ratio,H_max_T,L,L_m,M,N1,T_eV,T_ion,gas,kI,kR,me,mi,n_a_left,n_a_m3,v_a,v_a_m,α,α0,β0_m3_s,γ,ε,ε_dim,ζ,ν_m0
1.900000e+00,2.000000e-02,4.000000e+00,4.000000e-02,100,100,1.400000e+01,1.157025e+00,Kr,4.444444e+01,1.000000e-01,6.546456e-06,1.000000e+00,6.000000e+01,3.000000e+19,1.000000e+00,2.700000e+02,5.883248e-04,3.065928e+02,1.000000e-14,1.666667e+00,3.411566e+00,1.000000e+00,2.114019e-01,1.500000e+01
